0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:17:57 -0500] "GET / HTTP/1.1" 200 1214
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:01 -0500] "GET /live HTTP/1.1" 200 2171
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:02 -0500] "POST /live HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:03 -0500] "POST /live HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:04 -0500] "POST /live HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:29 -0500] "GET /get?name=door&value=false HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:32 -0500] "GET /live HTTP/1.1" 200 2171
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:37 -0500] "GET /get?name=door&value=true HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:39 -0500] "GET /live HTTP/1.1" 200 2178
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:44 -0500] "GET /get?name=door HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:46 -0500] "POST /live HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:18:47 -0500] "GET /get?name=door HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:23:17 -0500] "GET /live HTTP/1.1" 200 2171
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:23:50 -0500] "GET /live HTTP/1.1" 200 2264
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:24:13 -0500] "GET /get?name=works&value=hi HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:24:15 -0500] "GET /live HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:24:41 -0500] "GET /live HTTP/1.1" 200 2284
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:25:02 -0500] "GET /live HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:25:08 -0500] "GET /live HTTP/1.1" 200 2266
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:26:01 -0500] "GET /live HTTP/1.1" 200 2292
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:27:20 -0500] "GET /live HTTP/1.1" 200 2482
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:27:35 -0500] "GET /live HTTP/1.1" 200 2481
0:0:0:0:0:0:0:1 - - [03/Mar/2018:16:27:43 -0500] "GET /live HTTP/1.1" 200 2481
